iter	RMSE
161	0.2177223848
162	0.2175458877
163	0.2173052137
164	0.2171633559
165	0.2170172641
166	0.2168171936
167	0.216670037
168	0.2165912678
169	0.216454584
170	0.2163738129
171	0.2162860223
172	0.2161327441
173	0.2160069582
174	0.2158928293
175	0.2158067223
176	0.2155921542
177	0.215390361
178	0.2152516657
179	0.2150492921
180	0.2148736066
181	0.2147887678
182	0.2146208404
183	0.2145035499
184	0.2143040231
185	0.2141741444
186	0.2141280312
187	0.2139994411
188	0.2138872596
189	0.2138375117
190	0.213700581
191	0.2135579151
192	0.2134108821
193	0.2132858548
194	0.2131768808
195	0.2130390784
196	0.2128899139
197	0.212804912
198	0.2126676003
199	0.2125892662
200	0.2123941507
201	0.2122196261
202	0.2120991748
203	0.2119506858
204	0.211845303
205	0.2117044652
206	0.2116113546
207	0.2114988197
208	0.2114446123
209	0.2113814693
210	0.211333708
211	0.211241139
212	0.2111218332
213	0.2109971357
214	0.2108630464
215	0.2108034614
216	0.2107095613
217	0.210646585
218	0.2105166547
219	0.210386639
220	0.2101826907
221	0.2100291186
222	0.2099557829
223	0.2099067339
224	0.2098244017
225	0.2097403378
226	0.209558934
227	0.2094276412
228	0.2093073554
229	0.209197055
230	0.2091218687
231	0.2090050494
232	0.2089522978
233	0.2088170157
234	0.2086630593
235	0.2085790025
236	0.2085412675
237	0.2083883262
238	0.2083731635
239	0.2082777835
240	0.2082622423
241	0.2081199352
242	0.2080625174
243	0.2080074823
244	0.2079294566
245	0.2079116441
246	0.207779404
247	0.2076947093
248	0.2076091077
249	0.2074914267
250	0.2073407711
251	0.2073000583
252	0.2072829199
253	0.2071600549
254	0.207124132
255	0.2069778136
256	0.2068679119
257	0.2067228641
258	0.2067080239
259	0.2066050739
260	0.2065665419
261	0.2065528647
262	0.2064039579
263	0.2063537257
264	0.2062751757
265	0.206193083
266	0.2061745045
267	0.2061160755
268	0.2060354769
269	0.2060028646
270	0.2058783887
271	0.2058656121
272	0.2058097005
273	0.2057854962
274	0.2057720173
275	0.2056850754
276	0.2055997994
277	0.2055836098
278	0.2055125756
279	0.2053715143
280	0.2052761332
281	0.2052450505
282	0.2051609163
283	0.2050488651
284	0.2049574823
285	0.2047624321
286	0.2047051079
287	0.2046843683
288	0.2045826988
289	0.2045488107
290	0.204304118
291	0.2041914243
292	0.2040148257
293	0.2038107271
294	0.2037778877
295	0.2035723951
296	0.2035356025
297	0.2034044944
298	0.2033145856
299	0.2032164132
300	0.2032092687
301	0.2031024095
302	0.2028745877
303	0.2028585805
304	0.2028350248
305	0.2027205328
306	0.2026046919
307	0.2024909041
308	0.2023476198
309	0.2022078648
310	0.2020471616
311	0.2019694347
312	0.2017564539
313	0.2016205411
314	0.2014969146
315	0.2014812245
316	0.2014628607
317	0.2013318667
318	0.2012300943
319	0.2012201765
320	0.2011844302
321	0.2011301635
322	0.2009861489
323	0.2008260681
324	0.2008100639
325	0.200786824
326	0.2007761616
327	0.2007622596
328	0.2006749458
329	0.2005512643
330	0.2003874449
331	0.2003016351
332	0.2002114551
333	0.2001994801
334	0.2000790098
335	0.20002517
336	0.1999238833
337	0.1998939933
338	0.1998642421
339	0.1996833117
340	0.199565248
341	0.1995566522
342	0.1994774392
343	0.1993858603
344	0.1993619163
345	0.1992965945
346	0.1991457894
347	0.1991219092
348	0.1990965275
349	0.1989669431
350	0.1988985945
351	0.1987521726
352	0.198657313
353	0.1986040818
354	0.1985032682
355	0.1983260982
356	0.1981415259
357	0.1980347289
358	0.1979333885
359	0.1979244491
360	0.1979039686
361	0.1978955928
362	0.1977691071
363	0.1976182899
364	0.1975938825
365	0.1974975889
366	0.1973169022
367	0.1972024777
368	0.1971027816
369	0.1970457558
370	0.1970249512
371	0.1970152439
372	0.1968956168
373	0.1968479294
374	0.1967635589
375	0.1966427479
376	0.1964762021
377	0.1964539868
378	0.1963438411
379	0.1963351485
380	0.1962444807
381	0.196204261
382	0.1961721863
383	0.1961354123
384	0.1960179425
385	0.1959067332
386	0.1957925004
387	0.1956824446
388	0.1955509338
389	0.1954662111
390	0.195391042
391	0.1953142945
392	0.1952036403
393	0.1950232611
394	0.1950158851
395	0.1949195274
396	0.1947763066
397	0.1946849381
398	0.1946031433
399	0.1945093957
400	0.1944091322
401	0.1943358392
402	0.1942400039
403	0.1941429794
404	0.1940778186
405	0.1940642386
406	0.1940142717
407	0.1939142325
408	0.1938537193
409	0.1938143611
410	0.1937166824
411	0.1935952832
412	0.1934683006
413	0.1933545172
414	0.1932753294
415	0.1932199517
416	0.1931922291
417	0.1931817487
418	0.193165714
419	0.1931412602
420	0.1931275658
421	0.193125059
422	0.193056089
423	0.1929063633
424	0.1928761222
425	0.1928616795
426	0.1928062491
427	0.1926553048
428	0.1925680503
429	0.192549873
430	0.1925433964
431	0.1923775925
432	0.1922782051
433	0.1922371796
434	0.1921840424
435	0.192122062
436	0.1920969329
437	0.1920158567
438	0.1919567303
439	0.1918362172
440	0.1916977313
441	0.1916494358
442	0.1915545847
443	0.1914646444
444	0.1913475216
445	0.1912334201
446	0.1911207541
447	0.1910560544
448	0.1909202262
449	0.1907982099
450	0.1906805137
451	0.1905996895
452	0.190514802
453	0.1904251983
454	0.1904061646
455	0.1903368638
456	0.1902124102
457	0.1901600572
458	0.1900600252
459	0.1900241321
460	0.1899696069
461	0.1898837571
462	0.1898725844
463	0.1898407497
464	0.1897337732
465	0.1896162126
466	0.1895872438
467	0.1895511701
468	0.1895069249
469	0.189430584
470	0.1893389486
471	0.1893157223
472	0.1893120547
473	0.1892453607
474	0.1891304992
475	0.1891084763
476	0.1890473671
477	0.1890175971
478	0.188858963
479	0.188756912
480	0.188650666
481	0.1885449043
482	0.1885118108
483	0.1885014556
484	0.1884342149
485	0.1884285484
486	0.1883490793
487	0.1883373638
488	0.1882265411
489	0.1881800776
490	0.1881006281
491	0.1880562688
492	0.1880509159
493	0.187961188
494	0.1878600015
495	0.1877552036
496	0.1877454202
497	0.1877125103
498	0.1876072418
499	0.1875325177
500	0.1875156695
501	0.1873719649
502	0.1872979761
503	0.1872380898
504	0.187198064
505	0.1871080615
506	0.1870878086
507	0.1870847411
508	0.1869636675
509	0.1869022876
510	0.1867779437
511	0.1867238643
512	0.1867184868
513	0.1866486413
514	0.1866264064
515	0.1865226202
516	0.1864379202
517	0.1864285122
518	0.1863843236
519	0.1862684262
520	0.1862621047
521	0.1862572168
522	0.186204343
523	0.1861109691
524	0.1861062342
525	0.1859867851
526	0.1858402691
527	0.1857333132
528	0.1856528189
529	0.1855988295
530	0.1855024163
531	0.1854406058
532	0.1854360468
533	0.1853567896
534	0.1852715811
535	0.1852628204
536	0.1851814395
537	0.1850683479
538	0.1849982257
539	0.184985422
540	0.1849020448
541	0.1848170859
542	0.184753507
543	0.184748151
544	0.1846768277
545	0.1845801482
546	0.184497745
547	0.1843735027
548	0.1842861038
549	0.1842088158
550	0.1840950605
551	0.1840868844
552	0.183986121
553	0.1838915085
554	0.183841668
555	0.1838120882
556	0.1837062207
557	0.1836376064
558	0.1835682249
559	0.1835278622
560	0.1834529133
561	0.183405781
562	0.183321012
563	0.1832682094
564	0.1832147509
565	0.1831590124
566	0.1831187928
567	0.1830442974
568	0.182972031
569	0.1828709886
570	0.1828667444
571	0.1828143554
572	0.1827335424
573	0.1826307712
574	0.182574628
575	0.1825207819
576	0.182450698
577	0.1824461423
578	0.1823999919
579	0.1823591716
580	0.1823020938
581	0.1822154766
582	0.1820953893
583	0.1820256755
584	0.1819817758
585	0.1818884126
586	0.18181637
587	0.1818122506
588	0.1817268924
589	0.1817198174
590	0.1817147809
591	0.181616577
592	0.1815265661
593	0.1814490264
594	0.1813838931
595	0.1813012058
596	0.1812348552
597	0.1812105607
598	0.1811361389
599	0.1810366493
600	0.1809307834
601	0.1808509156
602	0.1807824172
603	0.1807160719
604	0.1806690532
605	0.1806563517
606	0.1805613304
607	0.1804694985
608	0.1804617428
609	0.1804141534
610	0.1803318462
611	0.1803117407
612	0.1802983517
613	0.1802160109
614	0.1801286304
615	0.1801011492
616	0.1800963812
617	0.1800917735
618	0.1799998768
619	0.1799388628
