,Цена,Ссылка,Общая площадь,Площадь кухни,Этаж,Санузел,Окна,Ремонт,Тип дома,Пассажирский лифт,Грузовой лифт,Парковка,Город,Этажей в доме,умный_относ_этаж,возраст_дома,период_строительства
81,14530900.0,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_439_m_218_et._4334986026?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,43.9,3.7,2,0,1,0,14024004.145800991,4,1,3,24213976.199476168,18,0.058823529411764705,7.0,4
82,7743000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_258_m_520_et._4047409232?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,25.8,5.4,5,0,1,0,17259665.500506587,1,1,3,24213976.199476168,20,0.21052631578947367,8.0,4
83,12483200.0,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_376_m_835_et._7694315888?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,37.6,4.5,8,0,1,0,17259665.500506587,1,1,3,24213976.199476168,35,0.20588235294117646,8.0,4
84,16502581.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_381_m_1625_et._7599693727?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,38.1,13.2,16,0,1,0,14024004.145800991,1,1,0,24213976.199476168,25,0.625,7.0,4
85,3740000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_214_m_45_et._7768700806?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,21.4,4.5,4,0,1,0,9870197.894296648,0,0,0,24213976.199476168,5,0.75,65.0,2
86,13500000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_388_m_315_et._7678414120?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,38.8,10.5,3,0,1,1,8348267.076508711,1,1,3,24213976.199476168,15,0.14285714285714285,3.0,4
88,5700000.0,https://www.avito.ru/moskva/kvartiry/auktsion_1-k._kvartira_292_m_612_et._7724634877?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,29.2,7.0,6,0,1,0,8348267.076508711,1,0,0,24213976.199476168,12,0.45454545454545453,38.0,1
89,9222823.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_233_m_419_et._7393442135?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,23.3,4.9,4,0,1,0,14024004.145800991,1,1,0,24213976.199476168,19,0.16666666666666666,7.0,4
90,20928060.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_499_m_631_et._7748572077?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,49.9,18.2,6,0,1,0,17259665.500506587,1,1,0,24213976.199476168,31,0.16666666666666666,8.0,4
93,44220451.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_931_m_3640_et._7724591457?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,93.1,6.6,36,0,1,0,14024004.145800991,1,4,3,24213976.199476168,40,0.8974358974358975,7.0,4
94,12619560.0,https://www.avito.ru/moskva/kvartiry/1-k._apartamenty_42_m_69_et._3543596939?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,42.0,4.0,6,0,1,0,14024004.145800991,1,1,0,24213976.199476168,9,0.625,7.0,4
95,20110000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_362_m_358_et._7273162650?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,36.2,16.0,3,2,1,0,17259665.500506587,2,2,3,24213976.199476168,58,0.03508771929824561,8.0,4
97,10000000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_438_m_1717_et._7800815956?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,43.8,10.0,17,1,1,3,9870197.894296648,1,1,0,24213976.199476168,17,1.4,10.0,3
99,5872000.0,https://www.avito.ru/moskva/kvartiry/auktsion_1-k._kvartira_189_m_432_et._7726928788?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,18.9,6.0,4,0,1,2,17259665.500506587,1,1,0,24213976.199476168,32,0.0967741935483871,3.0,4
101,38000000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_94_m_216_et._7765299862?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,94.0,10.0,2,2,1,2,14024004.145800991,1,1,2,24213976.199476168,16,0.06666666666666667,29.0,1
102,29191140.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_577_m_812_et._4531457199?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,57.7,5.4,8,0,1,0,17259665.500506587,1,1,3,24213976.199476168,12,0.6363636363636364,8.0,4
103,28820685.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_544_m_1112_et._7378373455?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,54.4,19.1,11,0,1,0,17259665.500506587,1,1,3,24213976.199476168,12,1.0909090909090908,8.0,4
104,4150000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_13_m_18_et._7743526232?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,13.0,2.7,1,0,1,0,9870197.894296648,1,1,0,24213976.199476168,8,0.0,65.0,2
106,9800000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_388_m_212_et._7758504983?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,38.8,8.8,2,0,1,2,8348267.076508711,2,1,0,24213976.199476168,12,0.09090909090909091,34.0,1
107,35706563.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_616_m_3646_et._7778597079?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,61.6,22.2,36,2,1,0,14024004.145800991,1,1,0,24213976.199476168,46,0.7777777777777778,7.0,4
108,5500000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_17_m_15_et._7760619966?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,17.0,3.6,1,0,1,2,9870197.894296648,0,0,0,24213976.199476168,5,0.0,64.0,0
109,13950000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_41_m_89_et._7658883022?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,41.0,5.4,8,0,1,1,9870197.894296648,1,0,2,24213976.199476168,9,1.05,58.0,0
110,13500000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_534_m_917_et._7780650010?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,53.4,9.5,9,1,0,0,8348267.076508711,1,1,0,24213976.199476168,17,0.5,22.0,3
111,33000000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_785_m_729_et._7767679566?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,78.5,16.5,7,0,1,0,14024004.145800991,1,1,3,24213976.199476168,29,0.21428571428571427,7.0,4
112,6100000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_183_m_13_et._7775080268?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJEeUNJU2JZMFBEUk9yczZvIjt9FWrPrT8AAAA,18.3,3.8,1,0,1,0,9870197.894296648,0,0,2,24213976.199476168,3,0.0,57.0,0
115,20315900.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_73_m_1016_et._7709064848?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,73.0,10.5,10,1,1,0,17259665.500506587,1,1,3,24213976.199476168,16,0.6,0.0,4
117,11200000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_38_m_19_et._7741591023?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,38.0,8.0,1,0,1,0,9870197.894296648,1,0,0,24213976.199476168,9,0.0,58.0,0
118,5599500.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_224_m_112_et._7845112443?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,22.4,4.7,1,0,1,2,8348267.076508711,2,0,2,24213976.199476168,12,0.0,45.0,0
120,59990000.0,https://www.avito.ru/moskva/kvartiry/3-k._apartamenty_95_m_3978_et._3798355100?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,95.0,18.0,39,2,1,3,17259665.500506587,4,4,3,24213976.199476168,78,0.4935064935064935,8.0,4
122,14000000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_32_m_915_et._2538882930?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,32.0,6.7,9,0,0,2,14024004.145800991,1,1,3,24213976.199476168,15,0.5714285714285714,9.0,4
125,33900000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_792_m_817_et._7787937521?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,79.2,9.7,8,0,1,0,8348267.076508711,1,0,0,24213976.199476168,17,0.4375,23.0,3
126,10100000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_313_m_79_et._7770931872?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,31.3,5.2,7,0,1,0,9870197.894296648,1,0,0,24213976.199476168,9,0.8999999999999999,62.0,0
127,11900000.0,https://www.avito.ru/moskva_zelenograd/kvartiry/3-k._kvartira_584_m_79_et._7762607968?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,58.4,6.0,7,1,1,2,8348267.076508711,1,0,0,24213976.199476168,9,0.8999999999999999,56.0,0
128,5990000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_188_m_25_et._7605243612?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,18.8,4.0,2,0,1,3,9870197.894296648,0,0,0,24213976.199476168,5,0.25,74.0,2
134,15200000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_33_m_45_et._7808562887?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,33.0,5.0,4,0,1,3,9540424.337830925,0,0,0,24213976.199476168,5,0.75,56.0,0
135,14800000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_578_m_214_et._7421810519?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,57.8,12.0,2,1,1,0,8348267.076508711,1,1,0,24213976.199476168,14,0.07692307692307693,26.0,1
136,10800000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_324_m_19_et._7787097730?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,32.4,6.0,1,0,1,1,8348267.076508711,1,1,0,24213976.199476168,9,0.0,56.0,0
138,8290000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_184_m_47_et._7632959918?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,18.4,3.9,4,0,1,3,9870197.894296648,1,0,2,24213976.199476168,7,0.5,47.0,0
139,51000000.0,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_90_m_4885_et._4310467195?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,90.0,12.0,48,2,1,3,17259665.500506587,4,4,3,24213976.199476168,85,0.5595238095238095,9.0,4
140,10500000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_445_m_89_et._7580728880?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,44.5,6.0,8,0,1,2,8348267.076508711,1,0,0,24213976.199476168,9,1.05,38.0,1
141,37000000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_48_m_441_et._7697789326?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,48.0,23.0,4,0,1,3,17259665.500506587,2,2,3,24213976.199476168,41,0.075,1.0,4
142,10500000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_37_m_1517_et._7771276512?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,37.0,8.0,15,0,0,2,8348267.076508711,1,1,0,24213976.199476168,17,1.05,39.0,1
143,21251410.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_397_m_1343_et._7748230309?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,39.7,17.6,13,0,1,0,17259665.500506587,1,1,0,24213976.199476168,43,0.2857142857142857,8.0,4
146,13900000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_254_m_730_et._7389459306?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,25.4,5.3,7,0,1,2,17259665.500506587,2,1,0,24213976.199476168,30,0.20689655172413793,2.0,4
147,23200000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_44_m_25_et._7403606579?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,44.0,10.0,2,0,0,3,9870197.894296648,0,0,0,24213976.199476168,5,0.25,66.0,2
148,36900000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_726_m_68_et._7695732055?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,72.6,14.7,6,1,1,2,17259665.500506587,1,0,3,24213976.199476168,8,0.8571428571428571,0.0,4
149,12749546.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_42_m_99_et._3542704665?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,42.0,8.8,9,0,1,0,14024004.145800991,1,1,0,24213976.199476168,9,1.4,7.0,4
150,5250000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_20_m_45_et._7500194590?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,20.0,4.2,4,0,1,3,9870197.894296648,0,0,2,24213976.199476168,5,0.75,94.0,2
151,4200000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_18_m_110_et._7770621031?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,18.0,3.8,1,0,1,2,8348267.076508711,1,1,0,24213976.199476168,10,0.0,27.0,1
152,20600000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_75_m_624_et._7749993971?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,75.0,15.0,6,1,1,0,8348267.076508711,2,2,0,24213976.199476168,24,0.21739130434782608,15.0,3
154,11984180.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_26_m_2123_et._7778926558?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,26.0,5.5,21,0,1,0,14024004.145800991,1,1,0,24213976.199476168,23,1.0909090909090908,7.0,4
155,6600000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_24_m_15_et._7768795994?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,24.0,5.0,1,0,1,2,9870197.894296648,0,0,0,24213976.199476168,5,0.0,66.0,2
156,10350000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_353_m_812_et._7616670742?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,35.3,9.8,8,0,1,0,8348267.076508711,2,0,0,24213976.199476168,12,0.6363636363636364,38.0,1
157,30000000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_613_m_329_et._7831373678?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,61.3,12.9,3,0,1,0,14024004.145800991,1,1,3,24213976.199476168,29,0.07142857142857142,7.0,4
160,11100000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_316_m_49_et._7779798788?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,31.6,5.2,4,0,1,2,9540424.337830925,1,0,0,24213976.199476168,9,0.375,60.0,0
161,41000000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_89_m_1829_et._7768944413?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,89.0,19.0,18,1,0,3,17259665.500506587,4,1,3,24213976.199476168,29,0.6071428571428571,0.0,4
162,12200000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_38_m_29_et._7776353385?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBQkQ5TG1XVHZZZEpaQ2dqIjt9t5J4Fj8AAAA,38.0,8.0,2,0,1,0,8348267.076508711,1,0,0,24213976.199476168,9,0.125,63.0,0
163,17500000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_449_m_99_et._7406891957?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPSk5hWEZqeDFTeFVMYkt1Ijt9gvSVzj8AAAA,44.9,6.6,9,0,1,0,8348267.076508711,1,0,2,24213976.199476168,9,1.4,57.0,0
164,11363779.0,https://www.avito.ru/moskva/kvartiry/3-k._apartamenty_463_m_35_et._2224153302?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPSk5hWEZqeDFTeFVMYkt1Ijt9gvSVzj8AAAA,46.3,27.4,3,0,1,1,9870197.894296648,0,0,0,24213976.199476168,5,0.5,47.0,0
165,20800000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_51_m_117_et._7761174918?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPSk5hWEZqeDFTeFVMYkt1Ijt9gvSVzj8AAAA,51.0,8.5,1,1,1,1,8348267.076508711,1,1,0,24213976.199476168,17,0.0,37.0,1
166,16900000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_51_m_817_et._4445365228?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPSk5hWEZqeDFTeFVMYkt1Ijt9gvSVzj8AAAA,51.0,8.3,8,1,0,0,8348267.076508711,1,1,0,24213976.199476168,17,0.4375,36.0,1
167,5450000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_21_m_19_et._7551294838?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPSk5hWEZqeDFTeFVMYkt1Ijt9gvSVzj8AAAA,21.0,4.4,1,0,1,0,8348267.076508711,0,1,0,24213976.199476168,9,0.0,29.0,1
168,20056400.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_728_m_416_et._7709542325?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPSk5hWEZqeDFTeFVMYkt1Ijt9gvSVzj8AAAA,72.8,10.4,4,2,1,0,17259665.500506587,1,1,0,24213976.199476168,16,0.2,0.0,4
