Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Дополнительно,Тип комнат,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Стоимость ремонта,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Запланирован снос
21723800.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_515_m_1316_et._7678218933?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,51.5 м²,7.7 м²,30 м²,13 из 16,,,изолированные,,раздельный,во двор,дизайнерский,,"кухня, хранение одежды","кондиционер, холодильник",свободная,возможна ипотека,панельный,1985,16,1,1,,"детская площадка, спортивная площадка",,,,,,,,
17200000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_53_m_88_et._7845645026?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,2,53 м²,9 м²,32 м²,8 из 8,балкон,,изолированные,3 м,раздельный,"во двор, на солнечную сторону",требует ремонта,,,,свободная,возможна ипотека,кирпичный,1960,8,1,нет,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,от 875 000 ₽ за 53 м²,,,,,,
8300000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_326_m_69_et._4718220687?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,1,32.6 м²,7 м²,18.5 м²,6 из 9,,,,2.7 м,совмещенный,"на улицу, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",альтернативная,возможна ипотека,панельный,1973,9,1,,"мусоропровод, газ","детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",от 278 000 ₽ за 32.6 м²,,,,,,
15990000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_578_m_922_et._2528415601?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,2,57.8 м²,17 м²,27 м²,9 из 22,лоджия,,изолированные,2.6 м,раздельный,"во двор, на улицу",дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, водонагреватель",свободная,,монолитный,2021,22,1,1,,детская площадка,подземная,,,,,,,
26500000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_91_m_14_et._7767962334?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,3,91 м²,11 м²,59.3 м²,1 из 4,,,изолированные,3.4 м,раздельный,во двор,требует ремонта,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",альтернативная,возможна ипотека,кирпичный,1937,4,нет,нет,газ,"закрытая территория, детская площадка",за шлагбаумом во дворе,от 1 502 000 ₽ за 91 м²,,,,,,
11950000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_452_m_29_et._7787119512?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,2,45.2 м²,6 м²,27.2 м²,2 из 9,,,изолированные,2.5 м,раздельный,во двор,евро,,"кухня, хранение одежды",кондиционер,свободная,возможна ипотека,панельный,1969,9,1,нет,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,,,,,,,
22950000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_58_m_1020_et._7785738104?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,2,58 м²,11 м²,32 м²,10 из 20,балкон,,изолированные,27 м,раздельный,во двор,евро,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,монолитный,2024,20,1,2,консьерж,"детская площадка, спортивная площадка","подземная, открытая во дворе",,,,,,,
14500000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_34_m_59_et._7655372429?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,2,34 м²,6 м²,,5 из 9,балкон,гардеробная,смежные,2.5 м,совмещенный,во двор,евро,,,,свободная,,кирпичный,1967,9,1,нет,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,
10900000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_231_m_1315_et._7795551920?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,студия,23.1 м²,,17 м²,13 из 15,,гардеробная,,,совмещенный,на улицу,евро,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",свободная,возможна ипотека,монолитный,2021,15,2,1,,"закрытая территория, детская площадка, спортивная площадка","подземная, наземная многоуровневая, открытая во дворе",,,,,,,
4299000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_175_m_114_et._7749189135?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,студия,17.5 м²,,,1 из 14,,,,2.6 м,совмещенный,во двор,требует ремонта,,,,свободная,,панельный,1989,14,1,1,,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,
13250000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_607_m_29_et._7715188096?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,3,60.7 м²,6.1 м²,44.7 м²,2 из 9,балкон,,изолированные,2.7 м,раздельный,"во двор, на улицу",требует ремонта,,кухня,,свободная,возможна ипотека,панельный,1970,9,1,нет,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,от 1 002 000 ₽ за 60.7 м²,,,,,,
15700000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_51_m_917_et._7754268995?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,2,51 м²,18 м²,23 м²,9 из 17,,,изолированные,,раздельный,"во двор, на улицу",евро,,,,свободная,возможна ипотека,панельный,,17,1,1,,,,,,,,,,
16700000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_457_m_1018_et._7744753087?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,1,45.7 м²,16 м²,20 м²,10 из 18,лоджия,гардеробная,,2.8 м,совмещенный,"во двор, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина",альтернативная,,монолитный,2018,18,1,1,,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,,,,,,,
13300000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_509_m_417_et._7723368374?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,2,50.9 м²,9 м²,38 м²,4 из 17,балкон,,изолированные,2.8 м,раздельный,"на улицу, на солнечную сторону",требует ремонта,,,,свободная,возможна ипотека,панельный,1997,17,1,1,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,от 840 000 ₽ за 50.9 м²,,,,,,
5600000.0,https://www.avito.ru/moskva_zelenograd/kvartiry/kvartira-studiya_335_m_13_et._7749961395?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,студия,33.5 м²,,,1 из 3,,,,3 м,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,кирпичный,2014,3,нет,нет,,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,от 286 000 ₽ за 33.5 м²,,,,,,
26100000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_515_m_314_et._4328286147?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,2,51.5 м²,7.9 м²,31.4 м²,3 из 14,лоджия,,изолированные,2.7 м,раздельный,"во двор, на улицу",евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,1967,14,2,нет,"мусоропровод, газ","закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",,,,,,,
1950000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_10_m_116_et._7768369346?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,студия,10 м²,,7.5 м²,1 из 16,,,,3 м,совмещенный,,требует ремонта,,,,свободная,,блочный,1974,16,1,1,"консьерж, мусоропровод","закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,,,,,,
13700000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_496_m_25_et._7830952410?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,2,49.6 м²,11.3 м²,29.9 м²,2 из 5,,,изолированные,,совмещенный,во двор,требует ремонта,,,,свободная,возможна ипотека,кирпичный,1958,5,1,нет,,детская площадка,открытая во дворе,,,,,,,
24000000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_766_m_822_et._7741326712?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,3,76.6 м²,10.1 м²,46.3 м²,8 из 22,лоджия,,изолированные,,совмещенный,"во двор, на улицу",евро,,,,альтернативная,возможна ипотека,панельный,1989,22,,,,,,,,,,,,
28000000.0,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_997_m_715_et._7813365208?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,4,99.7 м²,9.9 м²,,7 из 15,балкон,,изолированные,2.7 м,"совмещенный, раздельный","во двор, на улицу",требует ремонта,,,,свободная,,панельный,1996,15,1,1,консьерж,детская площадка,открытая во дворе,от 1 645 000 ₽ за 99.7 м²,,,,,,
6800000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_19_m_25_et._7779559438?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,студия,19 м²,,,2 из 5,,,,2.8 м,совмещенный,,евро,,,,свободная,возможна ипотека,кирпичный,1959,5,нет,нет,,детская площадка,открытая во дворе,,,,,,,
19700000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_42_m_34_et._7554059396?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,3,42 м²,6 м²,30 м²,3 из 4,,,изолированные,3.1 м,раздельный,"во двор, на улицу, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места","холодильник, водонагреватель",свободная,возможна ипотека,кирпичный,1914,4,нет,нет,газ,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,,,,,,
7500000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_376_m_1517_et._7845856288?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,1,37.6 м²,8 м²,18.9 м²,15 из 17,лоджия,,,,совмещенный,на улицу,косметический,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,2013,17,1,1,мусоропровод,,,,,,,,,
7000000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_15_m_217_et._3498038216?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,студия,15 м²,,,2 из 17,,,,4.1 м,совмещенный,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,панельный,2018,17,1,1,консьерж,закрытая территория,за шлагбаумом во дворе,,,,,,,
14300000.0,https://www.avito.ru/moskva/kvartiry/1-k._apartamenty_305_m_718_et._7794989087?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIyWGNGS0hpcXJ3YXVxWEtRIjt9EYQ3cT8AAAA,1,30.5 м²,5 м²,20 м²,7 из 18,,,,2.8 м,раздельный,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,,монолитный,2023,18,2,1,,,подземная,,,,,,,
